"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 21 11:51:56 CST 2023","Fri Jul 21 11:52:13 CST 2023","17068","","test_10party_mult","Test_multchamet","","","用例90：主播私聊界面发送相机照片",""
"passed","Fri Jul 21 11:34:36 CST 2023","Fri Jul 21 11:34:38 CST 2023","2369","","test_10party_mult","Test_multchamet","","","用例37：主播端查看观众端送礼",""
"passed","Fri Jul 21 11:42:19 CST 2023","Fri Jul 21 11:42:52 CST 2023","33095","","test_10party_mult","Test_multchamet","","","用例63：观众从主播个人主页小窗进入交友房",""
"passed","Fri Jul 21 12:00:16 CST 2023","Fri Jul 21 12:00:31 CST 2023","15107","","test_10party_mult","Test_multchamet","","","用例133：10人交友房观众端打开充值页面",""
"passed","Fri Jul 21 11:35:08 CST 2023","Fri Jul 21 11:35:09 CST 2023","478","","test_10party_mult","Test_multchamet","","","用例40：主播端申请上麦未读消息检查",""
"skipped","Fri Jul 21 11:29:14 CST 2023","Fri Jul 21 11:29:14 CST 2023","0","","test_10party_mult","Test_multchamet","","","用例9：交友房封面包含内容--头像",""
"failed","Fri Jul 21 11:30:58 CST 2023","Fri Jul 21 11:31:11 CST 2023","13031","","test_10party_mult","Test_multchamet","","","用例15：观众进入交友房进场座驾",""
"passed","Fri Jul 21 11:45:07 CST 2023","Fri Jul 21 11:45:49 CST 2023","42813","","test_10party_mult","Test_multchamet","","","用例69：通过半屏浮窗打开举报弹窗",""
"passed","Fri Jul 21 11:32:10 CST 2023","Fri Jul 21 11:32:14 CST 2023","4286","","test_10party_mult","Test_multchamet","","","用例28：主播端消息区聊天消息可下滑",""
"skipped","Fri Jul 21 12:01:29 CST 2023","Fri Jul 21 12:01:44 CST 2023","15738","","test_10party_mult","Test_multchamet","","","用例139：10人交友房观众端打开任务页",""
"passed","Fri Jul 21 11:29:14 CST 2023","Fri Jul 21 11:29:20 CST 2023","5675","","test_10party_mult","Test_multchamet","","","用例10：交友房封面包含内容--人数",""
"passed","Fri Jul 21 11:50:17 CST 2023","Fri Jul 21 11:50:32 CST 2023","15336","","test_10party_mult","Test_multchamet","","","用例78：观众私聊页面发送chamet表情",""
"passed","Fri Jul 21 11:59:56 CST 2023","Fri Jul 21 12:00:02 CST 2023","6329","","test_10party_mult","Test_multchamet","","","用例130：主播端打开幸运数字游戏",""
"passed","Fri Jul 21 11:47:53 CST 2023","Fri Jul 21 11:50:12 CST 2023","138788","","test_10party_mult","Test_multchamet","","","用例74：观众给主播在交友房发送私聊文本消息",""
"passed","Fri Jul 21 11:53:06 CST 2023","Fri Jul 21 11:53:48 CST 2023","42823","","test_10party_mult","Test_multchamet","","","用例95：观众端私聊页面送礼",""
"passed","Fri Jul 21 11:50:32 CST 2023","Fri Jul 21 11:50:33 CST 2023","235","","test_10party_mult","Test_multchamet","","","用例79：主播查看是否收到chamet表情",""
"passed","Fri Jul 21 11:40:05 CST 2023","Fri Jul 21 11:40:37 CST 2023","31781","","test_10party_mult","Test_multchamet","","","用例61：观众打开主播个人主页半屏浮窗",""
"passed","Fri Jul 21 11:31:15 CST 2023","Fri Jul 21 11:31:21 CST 2023","5945","","test_10party_mult","Test_multchamet","","","用例20：交友房主播端发言",""
"passed","Fri Jul 21 11:31:40 CST 2023","Fri Jul 21 11:31:46 CST 2023","6348","","test_10party_mult","Test_multchamet","","","用例25：主播端发送文字正常向前滚动",""
"passed","Fri Jul 21 11:28:35 CST 2023","Fri Jul 21 11:28:37 CST 2023","1953","","test_10party_mult","Test_multchamet","","","用例1：主播进入交友房预览页",""
"skipped","Fri Jul 21 12:04:33 CST 2023","Fri Jul 21 12:04:33 CST 2023","0","","test_10party_mult","Test_multchamet","","","用例143：观众端查看交友房结束页元素",""
"passed","Fri Jul 21 11:56:21 CST 2023","Fri Jul 21 11:56:35 CST 2023","14553","","test_10party_mult","Test_multchamet","","","用例112：主播端群聊页面发送相册图片",""
"passed","Fri Jul 21 11:51:55 CST 2023","Fri Jul 21 11:51:56 CST 2023","978","","test_10party_mult","Test_multchamet","","","用例89：主播检查是否收到相册照片",""
"passed","Fri Jul 21 11:58:23 CST 2023","Fri Jul 21 11:59:24 CST 2023","60863","","test_10party_mult","Test_multchamet","","","用例124：主播端群聊页面送礼",""
"passed","Fri Jul 21 11:39:54 CST 2023","Fri Jul 21 11:40:05 CST 2023","10702","","test_10party_mult","Test_multchamet","","","用例60：主播端检查观众是否未上麦",""
"passed","Fri Jul 21 11:51:32 CST 2023","Fri Jul 21 11:51:33 CST 2023","837","","test_10party_mult","Test_multchamet","","","用例85：观众查看是否收到Facebook表情",""
"skipped","Fri Jul 21 11:47:53 CST 2023","Fri Jul 21 11:47:53 CST 2023","0","","test_10party_mult","Test_multchamet","","","用例72：主播拒绝约聊电话",""
"passed","Fri Jul 21 11:56:35 CST 2023","Fri Jul 21 11:56:36 CST 2023","223","","test_10party_mult","Test_multchamet","","","用例113：观众端群聊页面检查相册图片",""
